itemsets,support
WOW SPAGHETHI BOLOGNESE 84GR,0.0024690269388474937
"WOW SPAGHETHI BOLOGNESE 84GR, WOW SPAGHETHI CARBONARA 88GR",0.0012345134694237469
SEDAAP MIE INSTANT  CUP SOTO  85GR,0.0024690269388474937
MATAHARI KACANG 250GR,0.0024690269388474937
YAVA GRANOLA CHOCOLATE VANILLA 90GR,0.0024690269388474937
TAOGE 250 GR,0.0024690269388474937
TARAS ONDE-ONDE ISI 2,0.0025131167056126275
APEL ENVY,0.0025131167056126275
JAMBU KLUTUK MERAH,0.0025131167056126275
JERUK PAMELO MADU,0.0025131167056126275
SAWI PUTIH KG,0.0025131167056126275
TARAS LEMPER BKR,0.0025131167056126275
POP MIE GORENG RS INDOMIE GORENG 42GR,0.0025131167056126275
COLLAGENA SUSU STERIL WITH KOLAGEN 189ML,0.0025131167056126275
SPRITE CAN 250ML,0.0025131167056126275
WIJAYA MARTABAK TELUR AYAM,0.0025572064723777613
MUSHROOM KANCING BELAH PCS 200GR PACK,0.002601296239142895
COCA COLA ZERO PET 1LT,0.002601296239142895
TOFU TELUR AYAM 140GR,0.002601296239142895
LE MINERALE 330ML,0.002601296239142895
CHICKEN WING (SAYAP AYAM) KG,0.002645386005908029
HD LAPIS PEPE 2 PC,0.002645386005908029
INDOMIE SOTO 70GR,0.002645386005908029
WOW SPAGHETHI CARBONARA 88GR,0.002645386005908029
YM MELLE CREPES ALL VARIAN,0.002645386005908029
BIOKUL YOGURT STIRRED PLAIN 80ML,0.002645386005908029
POCARI SWEAT PET 350ML,0.002645386005908029
PRINGLES CHEESY CHEESE 102GR,0.002645386005908029
KINDER BUENO CHOCO T-2,0.002645386005908029
YOU-C 1000 VITAMIN LEMON 140ML,0.0026894757726731626
POLARIS SODA WATER 330ML,0.0026894757726731626
RTE-P CHICKEN CRISPY SANDWICH,0.0026894757726731626
BCC CIABATA BREAD 3 PCS,0.0026894757726731626
CHITATO SPICY CHICKEN 68GR,0.0026894757726731626
YAVA GRANOLLA BITES COCONUT BANANA 125GR,0.0027335655394382964
BELIMBING BANGKOK,0.0027335655394382964
"BELIMBING BANGKOK, MANGGIS",0.0010581544023632115
TELUR MERAH 6S,0.0027335655394382964
KEMBANG KOL KG,0.002645386005908029
CHITATO BEEF BBQ 68GR,0.00277765530620343
BCC SMOKED CHICKEN SALAD WRAP,0.00277765530620343
KOL PUTIH BULAT KG,0.002821745072968564
BCC WHOLE WHEAT TOAST LOAF,0.002821745072968564
ROSSA ULTIMO TELUR OMEGA 3 10S,0.002821745072968564
INDOMIE GORENG MIE ACEH 90GR,0.002821745072968564
BUNCIS KG,0.002821745072968564
"BUNCIS KG, WORTEL MEDAN KG",0.0011022441691283453
CHITATO LITE SOUR CREAM ONION 68GR,0.002821745072968564
GRAPE RED GLOBE RRC,0.002821745072968564
"GRAPE RED GLOBE RRC, SUNPRIDE PISANG CAVENDISH",0.0010581544023632115
BCC PEPPERONI PIZZA BREAD,0.002821745072968564
CHICKEN LEG (PAHA AYAM) KG,0.0028658348397336978
PRIMA MINERAL WATER 600ML,0.0028658348397336978
BALI HAI DRAFT CAN 490ML,0.002645386005908029
TARAS PASTEL,0.0028658348397336978
BCC CHOCOLATE CHIP CUP CAKE,0.0028658348397336978
BINTANG BREMER 620ML,0.0026894757726731626
MERUBALI COCONUT CHIPS 50GR,0.0029099246064988316
"MERUBALI COCONUT CHIPS 50GR, MERUBALI COCONUT CHIPS CHOCOLATE 50GR",0.0018958599709007538
KELAPA MUDA KUPAS PCS,0.0029099246064988316
YAVA GRAN CHOCOLATE BANANA125GR,0.0029099246064988316
SQ CHUNKY BAR CASHEW 4X24X85 G,0.0029540143732639653
"SQ CHUNKY ALMOND 4X24X85G, SQ CHUNKY BAR CASHEW 4X24X85 G",0.001146333935893479
BCC LEMON CREAM CAKE,0.0029540143732639653
ELLIPS HAIR VIT NUTRI COLOR BLISTER,0.002998104140029099
"ELLIPS HAIR VIT NUTRI COLOR BLISTER, ELLIPS HAIR VITALITY BLISTER",0.0012786032361888806
"ELLIPS HAIR VIT HAIR RECOVERY BLISTER, ELLIPS HAIR VIT NUTRI COLOR BLISTER",0.001675411137075085
JAHE GAJAH KG,0.002998104140029099
NESTLE PURELIFE 600ML,0.002998104140029099
BCC SOFT ROLL 5 PCS,0.002998104140029099
CHICKEN FEET (KAKI AYAM) KG,0.003042193906794233
GRAPE BLACK AUTUMN AUST,0.003042193906794233
HD GENTAS 3 PC,0.003042193906794233
CHITATO LITE NORI SEAWEED 68GR,0.003042193906794233
BCC TOAST BREAD,0.003042193906794233
JERUK HONEY MURCOT RRC,0.0030862836735593667
BABY KYURI KG,0.0031303734403245005
TARAS MOCHI ALL VARIAN,0.0031303734403245005
SALAK GULA PASIR,0.0031303734403245005
ELLIPS HAIR VITALITY BLISTER,0.0031744632070896347
"ELLIPS HAIR VIT HAIR RECOVERY BLISTER, ELLIPS HAIR VITALITY BLISTER",0.0012786032361888806
BCC BANANA CAKE LOAF,0.0031744632070896347
GREENFIELDS FRESH MILK FULL CREAM 1890ML,0.0031744632070896347
TOMAT CHERRY RED KG,0.002998104140029099
SUNKIST NAVEL,0.0031744632070896347
PAPRIKA MERAH KG,0.0032185529738547685
Q-TELA BALADO 60GR,0.0032185529738547685
BINTANG ARAK PINT JERUK&MADU 330ML,0.0032185529738547685
ALPUKAT HAAS LOCAL,0.0032185529738547685
BRENDA BIKANG AMBON,0.0032626427406199023
NESCAFE COFFEE GULA AREN CAN 220ML,0.0032626427406199023
TARSS SOERABI SOLO,0.0032626427406199023
COCA COLA COKE ZERO PET 390ML,0.003306732507385036
APEL FUJI WANG SHAN,0.003306732507385036
POP MIE SOTO AYAM 110GR,0.0032626427406199023
BCC ES KOPI CAR,0.003306732507385036
SEDAAP MIE GORENG,0.00335082227415017
CHICKEN FILLET (HAS DALAM AYAM) KG,0.0033949120409153036
POP MIE PEDES GLEDEEK,0.0033949120409153036
"MANGGIS, POP MIE PEDES GLEDEEK",0.0010140646355980777
"POP MIE KARE 57GR, POP MIE PEDES GLEDEEK",0.0010140646355980777
HD LAPIS BERAS 2 PC,0.0034390018076804374
CHICKEN BREAST BONELESS S/LESS PINEAPLE FED KG,0.0034390018076804374
YM  MOCHI ALL VARIAN,0.003483091574445571
"ORCHID MOCHI ALL VARIAN, YM  MOCHI ALL VARIAN",0.0010140646355980777
SQ CHUNKY ALMOND 4X24X85G,0.003483091574445571
WIJAYA LUMPIA SAYUR AYAM,0.003483091574445571
BCC ICED CAPPUCINO,0.003483091574445571
SEDAAPMIE KARI SPCCUP 81 GR,0.003527181341210705
"SEDAAP MIE INSTANT CUP GORENG 85GR, SEDAAPMIE KARI SPCCUP 81 GR",0.0010581544023632115
APEL RED WASHINGTON,0.003527181341210705
YAVA SEA SALT 35GR,0.003527181341210705
"YAVA SEA SALT 35GR, YAVA SWEET & SPICY CASHEW NUTS 35GR",0.0012345134694237469
"YAVA COCOA 35GR, YAVA SEA SALT 35GR",0.0012786032361888806
"YAVA GARLIC PAPPER CASHEWS 35GR, YAVA SEA SALT 35GR",0.0013667827697191482
"YAVA ROASTED CASHEW 35GR, YAVA SEA SALT 35GR",0.0014549623032494158
BCC LAMINGTON RASPBERRY SLICE,0.003527181341210705
YOU-C 1000 VITAMIN ORANGE 140ML,0.0035712711079758388
CHICKEN BROILER (AYAM BROILER) KG,0.0035712711079758388
SOFFELL CAIR SPRAY KULIT JERUK 80ML,0.0035712711079758388
TELUR MERAH 10S,0.0035712711079758388
"SUNPRIDE PISANG CAVENDISH, TELUR MERAH 10S",0.0011022441691283453
WIJAYA LUMPIA BASAH AYAM,0.0035712711079758388
BCC CHOCOLATE WORDING,0.0035712711079758388
BAWANG MERAH KG,0.0036153608747409726
"BAWANG MERAH KG, BAWANG PUTIH KG",0.0024249371720823595
BCC SMOKEY BEEF SANDWICH,0.0036153608747409726
CHITATO INDOMIE GORENG 68GR,0.0036594506415061063
YAVA ROASTED CASHEW 35GR,0.00370354040827124
"YAVA CHILI LIME 35GR, YAVA ROASTED CASHEW 35GR",0.0012786032361888806
"YAVA GARLIC PAPPER CASHEWS 35GR, YAVA ROASTED CASHEW 35GR",0.001410872536484282
"YAVA ROASTED CASHEW 35GR, YAVA SWEET & SPICY CASHEW NUTS 35GR",0.0015872316035448174
"YAVA COCOA 35GR, YAVA ROASTED CASHEW 35GR",0.0015872316035448174
"YAVA COCOA 35GR, YAVA ROASTED CASHEW 35GR, YAVA SWEET & SPICY CASHEW NUTS 35GR",0.0010140646355980777
RTE FRESH JUICE DRAGON,0.003747630175036374
"RTE FRESH JUICE DRAGON, RTE SALAD BUFFET PEPITO",0.0011904237026586129
RTE-P BBQ PORK RIBS KG,0.003747630175036374
"RTE-P BBQ PORK RIBS KG, RTE-P PORK BELLY KG",0.0010140646355980777
"RTE SALAD BUFFET PEPITO, RTE-P BBQ PORK RIBS KG",0.0010581544023632115
BCC STRAWBERRY CHEESE CAKE SLICE,0.003747630175036374
LE MINERALE GALON 15 LT,0.0037917199418015077
BINTANG CAN 500ML,0.0037917199418015077
AQUA MINERAL WATER 330ML,0.0038358097085666415
TARAS KLEPON TNH LOT,0.0038358097085666415
AWSE SIOMAY AYAM UDANG ISI 6PC NEW,0.0038358097085666415
BCC ICED MATCHA 16OZ,0.0038358097085666415
YAVA GRANOLLA BITES CHO VANILLA 125GR,0.0038798994753317757
BCC LE MOULE,0.0038798994753317757
PEP CHICKEN BURGER CRISPY,0.0039239892420969095
RTE FRESH JUICE ORANGE,0.0039239892420969095
"RTE FRESH JUICE ORANGE, RTE SALAD BUFFET PEPITO",0.001675411137075085
BCC EMMENTAL CHEESE CROISSSANT,0.0039239892420969095
CABE RAWIT MERAH KG,0.003968079008862043
"BAWANG PUTIH KG, CABE RAWIT MERAH KG",0.0011022441691283453
Q-TELA ORIGINAL 60GR,0.003968079008862043
BCC HAM & CHEESE CROISSANT,0.003968079008862043
"BCC CAPPUCCINO, BCC HAM & CHEESE CROISSANT",0.00092588510206781
MUSHROOM CHAMPIGNON 250GR PACK,0.004012168775627177
SEMANGKA KUNING NB,0.004012168775627177
APEL ROYAL GALA NZ,0.004012168775627177
"APEL ROYAL GALA NZ, SUNPRIDE PISANG CAVENDISH",0.0015872316035448174
JAMBU CINCALO MERAH,0.004012168775627177
"JAMBU CINCALO MERAH, SUNPRIDE PISANG CAVENDISH",0.0010581544023632115
YAVA GARLIC PAPPER CASHEWS 35GR,0.004012168775627177
"YAVA GARLIC PAPPER CASHEWS 35GR, YAVA SWEET & SPICY CASHEW NUTS 35GR",0.001675411137075085
"YAVA COCOA 35GR, YAVA GARLIC PAPPER CASHEWS 35GR",0.001675411137075085
"YAVA CHILI LIME 35GR, YAVA GARLIC PAPPER CASHEWS 35GR",0.0018076804373704863
BCC SABLE BRETON 60GR,0.004012168775627177
COCA COLA PET 1LT,0.004056258542392311
BCC SABLE CHOCOLATE BRETON 60GR,0.004056258542392311
BCC SMOKE BEEF PIZZA BREAD,0.004056258542392311
HARYS JAPAS 10.5K,0.004144438075922578
APEL GRANY SMITH,0.004144438075922578
YAKULT 5S,0.004188527842687712
ITO EN OI OCHA  UNSWEET GREEN TEA 500ML,0.004188527842687712
RTE FRESH JUICE SEMANGKA,0.004188527842687712
"RTE FRESH JUICE SEMANGKA, RTE SALAD BUFFET PEPITO",0.0010581544023632115
RTE-P CLUB SANDWICH,0.004188527842687712
BCC CHICKEN PIZZA BREAD,0.004188527842687712
BCC LEMON TART MERINGUE,0.00427670737621798
BCC ARTISAN VANILLA PRALINE,0.004232617609452846
"BCC ARTISAN VANILLA PRALINE, BCC CAPPUCCINO",0.0009699748688329439
PAKCOY KG,0.0043207971429831135
NANAS MADU SLICE 4S PCS,0.0043207971429831135
BCC ARTISAN NORDIC SOURDOUGH BREAD,0.0043207971429831135
POCARI SWEAT PET 500ML,0.0043207971429831135
BCC CHOCOLATE TARTELETTE,0.004364886909748247
"BCC CAPPUCCINO, BCC CHOCOLATE TARTELETTE",0.0011022441691283453
COCA COLA PET 390ML,0.004364886909748247
PEAR CENTURY,0.004408976676513381
"PEAR CENTURY, SUNPRIDE PISANG CAVENDISH",0.0013226930029540144
GREENFIELDS FRESH MILK FULL CREAM 1LT,0.004408976676513381
PRINGLES SOUR CREAM 102GR,0.004497156210043649
LE MINERALE GALON 5LT,0.0045412459768087825
MARKISA,0.0045412459768087825
"DRAGON FRUIT MERAH, MARKISA",0.0011022441691283453
"MANGGIS, MARKISA",0.0022044883382566906
COCA COLA CAN 250ML,0.004585335743573916
ELLIPS HAIR VIT HAIR RECOVERY BLISTER,0.00462942551033905
"ELLIPS HAIR VIT HAIR RECOVERY BLISTER, MERUBALI COCONUT CHIPS CHOCOLATE 50GR",0.0010581544023632115
BINTANG CAN 320ML,0.00462942551033905
"BINTANG CAN 320ML, BINTANG RADLER CAN 320ML",0.0014990520700145496
BEEF TOMATO RED KG,0.00462942551033905
"BAWANG BOMBAY KG, BEEF TOMATO RED KG",0.0011022441691283453
HAPPY EGG TELUR OMEGA 10S,0.004717605043869318
SALAK PONDOH SUPER,0.004805784577399585
"MANGGIS, SALAK PONDOH SUPER",0.0019399497376658878
SOFFELL B.GERANIUM SPRAY 80ML,0.004805784577399585
"MANGGIS, SOFFELL B.GERANIUM SPRAY 80ML",0.0010140646355980777
BCC DONUT CHOCOLATE NUT,0.004849874344164719
"BCC DONUT ALMOND BLANCH, BCC DONUT CHOCOLATE NUT",0.0012345134694237469
YAVA SWEET & SPICY CASHEW NUTS 35GR,0.004893964110929853
"TARI BALI MEMAN KACANG 300GR, YAVA SWEET & SPICY CASHEW NUTS 35GR",0.0010140646355980777
"MANGGIS, YAVA SWEET & SPICY CASHEW NUTS 35GR",0.0010140646355980777
"YAVA CHILI LIME 35GR, YAVA SWEET & SPICY CASHEW NUTS 35GR",0.0019840395044310216
"YAVA COCOA 35GR, YAVA SWEET & SPICY CASHEW NUTS 35GR",0.0023808474053172257
BCC DONUT ALMOND BLANCH,0.004893964110929853
"BCC DONUT ALMOND BLANCH, BCC DONUT CHEESE",0.0010581544023632115
"BCC DONUT ALMOND BLANCH, BCC DONUT MATCHA",0.001146333935893479
"BCC DONUT ALMOND BLANCH, BCC DONUT CHOCOLATE",0.001146333935893479
POP MIE BASO 58GR,0.004938053877694987
"POP MIE BASO 58GR, POP MIE KARE 57GR",0.0014549623032494158
"POP MIE AYAM 57GR, POP MIE BASO 58GR",0.0018076804373704863
CHICKEN LEG BONELESS W/SKIN (PAHA TANPA TULANG) KG,0.004938053877694987
WIJAYA LUMPIA SEMARANG AYAM,0.004938053877694987
BINTANG RADLER PINT 330ML,0.004982143644460121
"BINTANG RADLER PINT 330ML, MANGGIS",0.0011022441691283453
"BINTANG BTL 330ML, BINTANG RADLER PINT 330ML",0.0015431418367796833
RTE-P BLACK SESAME SALMON BAGUET,0.005026233411225255
"RTE SALAD BUFFET PEPITO, RTE-P BLACK SESAME SALMON BAGUET",0.001146333935893479
MATAHARI KACANG BAWANG PUTIH 250GR,0.005070323177990389
"MATAHARI KACANG BAWANG PUTIH 250GR, TARI BALI MEMAN KACANG 300GR",0.0010581544023632115
YAVA CHILI LIME 35GR,0.005070323177990389
"YAVA CHILI LIME 35GR, YAVA COCOA 35GR",0.0016313213703099511
KYURI/ TIMUN JEPANG KG,0.0051144129447555225
KIWI GOLDEN,0.00520259247828579
"KIWI GOLDEN, SUNPRIDE PISANG CAVENDISH",0.0011022441691283453
RTE-P ROAST CHICKEN LEG PEPPER KG,0.00520259247828579
"RTE-P CHICKEN YAKITORI, RTE-P ROAST CHICKEN LEG PEPPER KG",0.0012345134694237469
"RTE SALAD BUFFET PEPITO, RTE-P ROAST CHICKEN LEG PEPPER KG",0.002072219037961289
PRIMA MINERAL WATER 1500ML,0.005246682245050924
RTE-P BISTRO DELLY CLUB SANDWICH,0.0053348617785811915
"RTE SALAD BUFFET PEPITO, RTE-P BISTRO DELLY CLUB SANDWICH",0.001146333935893479
YAVA COCOA 35GR,0.0053348617785811915
"MERUBALI COCONUT CHIPS CHOCOLATE 50GR, YAVA COCOA 35GR",0.0011022441691283453
BCC ALMOND DANISH,0.005290772011816058
"BCC ALMOND DANISH, BCC CAPPUCCINO",0.002072219037961289
FRUIT CUT 25K,0.005599400379171994
"FRUIT BOX 20 NEW, FRUIT CUT 25K",0.002116308804726423
RTE-P CHICKEN & MAYO SANDWICH,0.005599400379171994
"RTE SALAD BUFFET PEPITO, RTE-P CHICKEN & MAYO SANDWICH",0.0014549623032494158
NESTLE PURELIFE 1500ML,0.005643490145937128
DIAMOND FRESH MILK PLAIN 946ML,0.005643490145937128
"DIAMOND FRESH MILK PLAIN 946ML, SUNPRIDE PISANG CAVENDISH",0.0012345134694237469
BCC MATCHA ALMOND CROISSANT,0.005687579912702262
"BCC ALMOND CROISSANT, BCC MATCHA ALMOND CROISSANT",0.0011904237026586129
BINTANG BTL 330ML,0.0057316696794673955
GROUND CHICKEN (AYAM GILING) KG,0.0057316696794673955
APEL FUJI BLUSH PREMIUM,0.005775759446232529
"APEL FUJI BLUSH PREMIUM, DRAGON FRUIT MERAH",0.0010140646355980777
"APEL FUJI BLUSH PREMIUM, SUNPRIDE PISANG CAVENDISH",0.0016313213703099511
BCC CREAM CHEESE DANISH,0.0057316696794673955
"BCC CAPPUCCINO, BCC CREAM CHEESE DANISH",0.002821745072968564
BCC ARTISAN CRUSTY BAGUETTE,0.005819849212997663
SEDAAP MIE INSTANT CUP GORENG 85GR,0.005819849212997663
"POP MIE KARE 57GR, SEDAAP MIE INSTANT CUP GORENG 85GR",0.0010581544023632115
"AQUA MINERAL WATER 1500ML, SEDAAP MIE INSTANT CUP GORENG 85GR",0.0011022441691283453
"POP MIE AYAM 57GR, SEDAAP MIE INSTANT CUP GORENG 85GR",0.001146333935893479
MANGGA GEDONG GINCU,0.005819849212997663
"DRAGON FRUIT MERAH, MANGGA GEDONG GINCU",0.0012345134694237469
"MANGGA GEDONG GINCU, MANGGIS",0.0025131167056126275
BINTANG RADLER CAN 320ML,0.005908028746527931
"BINTANG RADLER CAN 320ML, MANGGIS",0.0013226930029540144
JERUK NIPIS,0.0059521185132930645
"JERUK NIPIS, SUNPRIDE PISANG CAVENDISH",0.0010581544023632115
"JERUK NIPIS, TOMAT GONDOL MERAH KG",0.001410872536484282
RTE-P TUNA MAYONAISE SANDWICH,0.005996208280058198
"RTE SALAD BUFFET PEPITO, RTE-P TUNA MAYONAISE SANDWICH",0.001146333935893479
GROUND BEEF SPECIAL KG,0.006084387813588466
PRINGLES ORIGINAL 102GR,0.006084387813588466
BCC DONUT MATCHA,0.006084387813588466
"BCC DONUT CHEESE, BCC DONUT MATCHA",0.0012345134694237469
"BCC DONUT CHOCOLATE, BCC DONUT MATCHA",0.0014549623032494158
SALAK BALI,0.0061284775803536
"MANGGIS, SALAK BALI",0.002821745072968564
BCC CARROT CAKE SLICE,0.0061284775803536
"BCC CAPPUCCINO, BCC CARROT CAKE SLICE",0.0022485781050218243
RTE-P CHICKEN WRAP,0.006437105947709537
"RTE SALAD BUFFET PEPITO, RTE-P CHICKEN WRAP",0.0013226930029540144
ORCHID MOCHI ALL VARIAN,0.006481195714474671
PEPITO AIR MINERAL 1500ML,0.0065252854812398045
MANGGA BUDI RAJA,0.006569375248004938
"MANGGA BUDI RAJA, SUNPRIDE PISANG CAVENDISH",0.0010140646355980777
"DRAGON FRUIT MERAH, MANGGA BUDI RAJA",0.001410872536484282
"MANGGA BUDI RAJA, MANGGIS",0.0018958599709007538
JERUK WOGAN,0.006657554781535206
"JERUK WOGAN, SUNPRIDE PISANG CAVENDISH",0.0019399497376658878
BCC BROWNIS SLICE,0.006657554781535206
BCC FRENCH BREAD 300GR,0.00670164454830034
CHICKEN LIVER / HATI AYAM KG,0.0067457343150654735
BCC BURGER BUN 5 PCS,0.0067457343150654735
"BCC ARTISAN SOURDOUGH, BCC BURGER BUN 5 PCS",0.0010581544023632115
COCA COLA ZERO CAN 250ML,0.006789824081830607
"COCA COLA ZERO CAN 250ML, SUNPRIDE PISANG CAVENDISH",0.0011022441691283453
ALPUKAT,0.006789824081830607
"ALPUKAT, SUNPRIDE PISANG CAVENDISH",0.0011022441691283453
KIWI GREEN,0.006789824081830607
PEPAYA RED LADY,0.006922093382126009
"DRAGON FRUIT MERAH, PEPAYA RED LADY",0.0010140646355980777
"PEPAYA RED LADY, SEMANGKA MERAH NB",0.0011022441691283453
"PEPAYA RED LADY, SUNPRIDE PISANG CAVENDISH",0.0012345134694237469
RTE CHICKEN HONEY BBQ,0.006922093382126009
"RTE CHICKEN HONEY BBQ, RTE-P CHICKEN YAKITORI",0.0010581544023632115
"RTE CHICKEN HONEY BBQ, RTE SALAD BUFFET PEPITO",0.002072219037961289
BAWANG PUTIH KG,0.006966183148891142
"BAWANG PUTIH KG, KENTANG BESAR KG",0.001146333935893479
"BAWANG PUTIH KG, TOMAT GONDOL MERAH KG",0.0012786032361888806
"BAWANG PUTIH KG, WORTEL MEDAN KG",0.0013226930029540144
"BAWANG BOMBAY KG, BAWANG PUTIH KG",0.0018958599709007538
TELUR CURAH KG,0.007010272915656276
BCC CAFE LATTE,0.007010272915656276
RTE-P CHICKEN KATSU,0.007098452449186544
"RTE-P CHICKEN KATSU, RTE-P POTATO WEDGES",0.0013667827697191482
"RTE SALAD BUFFET PEPITO, RTE-P CHICKEN KATSU",0.00185177020413562
"RTE-P CHICKEN KATSU, RTE-P CHICKEN YAKITORI",0.0020281292711961554
LEMON IMPORT,0.0071425422159516775
NANAS HONI SUNPRIDE MEDIUM 7S,0.0071425422159516775
"NANAS HONI SUNPRIDE MEDIUM 7S, SUNPRIDE PISANG CAVENDISH",0.0011022441691283453
BCC APPLE PIE CRUMBLE SLICE,0.0071425422159516775
"BCC APPLE PIE CRUMBLE SLICE, BCC CAPPUCCINO",0.0026894757726731626
BCC ICED CAFFE LATTE,0.007186631982716811
BCC STRAWBERRY TARTLETTE,0.007318901283012213
"BCC MIX FRUIT TARTLETTE, BCC STRAWBERRY TARTLETTE",0.0012786032361888806
BCC ES KOPI ORI,0.007495260350072748
BCC MIX FRUIT TARTLETTE,0.007715709183898418
MANGGA HARUM MANIS,0.007759798950663551
"MANGGA HARUM MANIS, SUNPRIDE PISANG CAVENDISH",0.0013667827697191482
"DRAGON FRUIT MERAH, MANGGA HARUM MANIS",0.0014990520700145496
"MANGGA HARUM MANIS, MANGGIS",0.0017195009038402187
GRAPE RED GLOBE PREMIUM AUST,0.007847978484193819
"GRAPE RED GLOBE PREMIUM AUST, SUNPRIDE PISANG CAVENDISH",0.00185177020413562
SELADA KERITING HIJAU KG,0.008112517084784622
"SELADA KERITING HIJAU KG, TOMAT GONDOL MERAH KG",0.0011022441691283453
INDOMIE GORENG JUMBO 120GR,0.008156606851549755
"INDOMIE GORENG JUMBO 120GR, INDOMIE GORENG SPC PLUS 84GR",0.0013226930029540144
BIANKA YOUNG COCONUT NEW,0.008156606851549755
"BIANKA YOUNG COCONUT NEW, SUNPRIDE PISANG CAVENDISH",0.0011904237026586129
BCC ARTISAN BROICHE,0.008377055685375424
BCC BLUEBERRY CHEESE CAKE SLICE,0.008421145452140559
"BCC BLUEBERRY CHEESE CAKE SLICE, BCC TRADITIONAL CHEESE CAKE SLICE",0.0011022441691283453
"BCC BLUEBERRY CHEESE CAKE SLICE, BCC CHOCOLATE CAKE SLICE",0.001146333935893479
GRAPE GREEN MUSCAT 500 GR,0.00855341475243596
"GRAPE GREEN MUSCAT 500 GR, SUNPRIDE PISANG CAVENDISH",0.002116308804726423
KENTANG BESAR KG,0.008641594285966227
"BROKOLI LOKAL KG, KENTANG BESAR KG",0.0010140646355980777
"CHICKEN BREAST BONELESS KG, KENTANG BESAR KG",0.0010140646355980777
"KENTANG BESAR KG, SUNPRIDE PISANG CAVENDISH",0.0012786032361888806
"KENTANG BESAR KG, TOMAT GONDOL MERAH KG",0.0014990520700145496
"BAWANG BOMBAY KG, KENTANG BESAR KG",0.002601296239142895
"KENTANG BESAR KG, WORTEL MEDAN KG",0.002645386005908029
FRUIT CUT 35K,0.008950222653322164
"FRUIT CUT 30K, FRUIT CUT 35K",0.0021603985714915568
INDOMIE GORENG SPC PLUS 84GR,0.009038402186852432
POP MIE KARE 57GR,0.009302940787443235
"POP MIE KARE 57GR, SUNPRIDE PISANG CAVENDISH",0.001146333935893479
"POP MIE KARE 57GR, TARI BALI MEMAN KACANG 300GR",0.0011904237026586129
"AQUA MINERAL WATER 1500ML, POP MIE KARE 57GR",0.001675411137075085
"MANGGIS, POP MIE KARE 57GR",0.002072219037961289
"MANGGIS, POP MIE AYAM 57GR, POP MIE KARE 57GR",0.001146333935893479
"POP MIE AYAM 57GR, POP MIE KARE 57GR",0.0038358097085666415
BCC CHOCOLATE CAKE SLICE,0.009523389621268903
"BCC CAPPUCCINO, BCC CHOCOLATE CAKE SLICE",0.0010140646355980777
PEPAYA CALINA,0.009523389621268903
"PEPAYA CALINA, SEMANGKA MERAH NB",0.0011904237026586129
"DRAGON FRUIT MERAH, PEPAYA CALINA",0.0015872316035448174
"PEPAYA CALINA, SUNPRIDE PISANG CAVENDISH",0.0017195009038402187
RTE-P CHICKEN LEG BBQ,0.009567479388034037
"RTE-P CHICKEN LEG BBQ, RTE-P POTATO WEDGES",0.0014549623032494158
"RTE-P CHICKEN LEG BBQ, RTE-P CHICKEN YAKITORI",0.0018958599709007538
"RTE SALAD BUFFET PEPITO, RTE-P CHICKEN LEG BBQ",0.00370354040827124
TARI BALI MEMAN KACANG 300GR,0.00961156915479917
"POP MIE AYAM 57GR, TARI BALI MEMAN KACANG 300GR",0.0013226930029540144
"AQUA MINERAL WATER 1500ML, TARI BALI MEMAN KACANG 300GR",0.001410872536484282
"MANGGIS, TARI BALI MEMAN KACANG 300GR",0.002072219037961289
RTE-P ROAST BEEF STRIPLOIN,0.009699748688329438
"RTE-P POTATO WEDGES, RTE-P ROAST BEEF STRIPLOIN",0.0015872316035448174
"RTE-P CHICKEN YAKITORI, RTE-P ROAST BEEF STRIPLOIN",0.001675411137075085
"RTE SALAD BUFFET PEPITO, RTE-P ROAST BEEF STRIPLOIN",0.0037917199418015077
RTE-P PORK BELLY KG,0.009699748688329438
"RTE-P PORK BELLY KG, RTE-P POTATO WEDGES",0.0014549623032494158
"RTE-P CHICKEN YAKITORI, RTE-P PORK BELLY KG",0.002336757638552092
"RTE SALAD BUFFET PEPITO, RTE-P PORK BELLY KG",0.0033949120409153036
WORTEL MEDAN KG,0.009787928221859706
"CHICKEN BREAST BONELESS KG, WORTEL MEDAN KG",0.001146333935893479
"SUNPRIDE PISANG CAVENDISH, WORTEL MEDAN KG",0.0019399497376658878
"BROKOLI LOKAL KG, WORTEL MEDAN KG",0.0019840395044310216
"TOMAT GONDOL MERAH KG, WORTEL MEDAN KG",0.0020281292711961554
"BAWANG BOMBAY KG, WORTEL MEDAN KG",0.0020281292711961554
RUJAK SEGAR 400GR,0.00983201798862484
"FRUIT CUT 30K, RUJAK SEGAR 400GR",0.0010581544023632115
"RTE SALAD BUFFET PEPITO, RUJAK SEGAR 400GR",0.0013226930029540144
SQ ALMOND 10X2X10X55G,0.007936158017724087
"SQ ALMOND 10X2X10X55G, SQ CASHEW 10X2X10X55G",0.0039239892420969095
BROKOLI LOKAL KG,0.009743838455094573
"BROKOLI LOKAL KG, CHICKEN BREAST BONELESS KG",0.0015431418367796833
"BROKOLI LOKAL KG, SUNPRIDE PISANG CAVENDISH",0.0018076804373704863
SQ CASHEW 10X2X10X55G,0.007715709183898418
BCC TRADITIONAL CHEESE CAKE SLICE,0.010228825889511045
TOMAT GONDOL MERAH KG,0.011375159825404524
